age,region,day,lmean,lsd,sample_date,N
1-4,Yorkshire_and_The_Humber,75,0,0,2020-05-01,503965.09670831857
5-14,Yorkshire_and_The_Humber,75,0,0,2020-05-01,145920.59651659982
15-24,Yorkshire_and_The_Humber,75,0,0,2020-05-01,1074440.3460863144
25-44,Yorkshire_and_The_Humber,75,0,0,2020-05-01,1109373.4794161317
45-64,Yorkshire_and_The_Humber,75,0,0,2020-05-01,510799.2358996739
65-74,Yorkshire_and_The_Humber,75,0,0,2020-05-01,451306.1702025497
75+,Yorkshire_and_The_Humber,75,0,0,2020-05-01,366510.79003192694
1-4,Yorkshire_and_The_Humber,76,0,0,2020-05-02,503965.09670831857
5-14,Yorkshire_and_The_Humber,76,0,0,2020-05-02,145920.59651659982
15-24,Yorkshire_and_The_Humber,76,0,0,2020-05-02,1074440.3460863144
25-44,Yorkshire_and_The_Humber,76,0,0,2020-05-02,1109373.4794161317
45-64,Yorkshire_and_The_Humber,76,0,0,2020-05-02,510799.2358996739
65-74,Yorkshire_and_The_Humber,76,0,0,2020-05-02,451306.1702025497
75+,Yorkshire_and_The_Humber,76,0,0,2020-05-02,366510.79003192694
1-4,Yorkshire_and_The_Humber,77,0,0,2020-05-03,503965.09670831857
5-14,Yorkshire_and_The_Humber,77,0,0,2020-05-03,145920.59651659982
15-24,Yorkshire_and_The_Humber,77,0,0,2020-05-03,1074440.3460863144
25-44,Yorkshire_and_The_Humber,77,0,0,2020-05-03,1109373.4794161317
45-64,Yorkshire_and_The_Humber,77,0,0,2020-05-03,510799.2358996739
65-74,Yorkshire_and_The_Humber,77,0,0,2020-05-03,451306.1702025497
75+,Yorkshire_and_The_Humber,77,0,0,2020-05-03,366510.79003192694
1-4,Yorkshire_and_The_Humber,78,0,0,2020-05-04,503965.09670831857
5-14,Yorkshire_and_The_Humber,78,0,0,2020-05-04,145920.59651659982
15-24,Yorkshire_and_The_Humber,78,0,0,2020-05-04,1074440.3460863144
25-44,Yorkshire_and_The_Humber,78,0,0,2020-05-04,1109373.4794161317
45-64,Yorkshire_and_The_Humber,78,0,0,2020-05-04,510799.2358996739
65-74,Yorkshire_and_The_Humber,78,0,0,2020-05-04,451306.1702025497
75+,Yorkshire_and_The_Humber,78,0,0,2020-05-04,366510.79003192694
1-4,Yorkshire_and_The_Humber,79,0,0,2020-05-05,503965.09670831857
5-14,Yorkshire_and_The_Humber,79,0,0,2020-05-05,145920.59651659982
15-24,Yorkshire_and_The_Humber,79,0,0,2020-05-05,1074440.3460863144
25-44,Yorkshire_and_The_Humber,79,0,0,2020-05-05,1109373.4794161317
45-64,Yorkshire_and_The_Humber,79,0,0,2020-05-05,510799.2358996739
65-74,Yorkshire_and_The_Humber,79,0,0,2020-05-05,451306.1702025497
75+,Yorkshire_and_The_Humber,79,0,0,2020-05-05,366510.79003192694
1-4,Yorkshire_and_The_Humber,80,0,0,2020-05-06,503965.09670831857
5-14,Yorkshire_and_The_Humber,80,0,0,2020-05-06,145920.59651659982
15-24,Yorkshire_and_The_Humber,80,0,0,2020-05-06,1074440.3460863144
25-44,Yorkshire_and_The_Humber,80,0,0,2020-05-06,1109373.4794161317
45-64,Yorkshire_and_The_Humber,80,0,0,2020-05-06,510799.2358996739
65-74,Yorkshire_and_The_Humber,80,0,0,2020-05-06,451306.1702025497
75+,Yorkshire_and_The_Humber,80,0,0,2020-05-06,366510.79003192694
1-4,Yorkshire_and_The_Humber,81,0,0,2020-05-07,503965.09670831857
5-14,Yorkshire_and_The_Humber,81,0,0,2020-05-07,145920.59651659982
15-24,Yorkshire_and_The_Humber,81,0,0,2020-05-07,1074440.3460863144
25-44,Yorkshire_and_The_Humber,81,0,0,2020-05-07,1109373.4794161317
45-64,Yorkshire_and_The_Humber,81,0,0,2020-05-07,510799.2358996739
65-74,Yorkshire_and_The_Humber,81,0,0,2020-05-07,451306.1702025497
75+,Yorkshire_and_The_Humber,81,0,0,2020-05-07,366510.79003192694
1-4,Yorkshire_and_The_Humber,82,0,0,2020-05-08,503965.09670831857
5-14,Yorkshire_and_The_Humber,82,0,0,2020-05-08,145920.59651659982
15-24,Yorkshire_and_The_Humber,82,0,0,2020-05-08,1074440.3460863144
25-44,Yorkshire_and_The_Humber,82,0,0,2020-05-08,1109373.4794161317
45-64,Yorkshire_and_The_Humber,82,0,0,2020-05-08,510799.2358996739
65-74,Yorkshire_and_The_Humber,82,0,0,2020-05-08,451306.1702025497
75+,Yorkshire_and_The_Humber,82,0,0,2020-05-08,366510.79003192694
1-4,Yorkshire_and_The_Humber,83,0,0,2020-05-09,503965.09670831857
5-14,Yorkshire_and_The_Humber,83,0,0,2020-05-09,145920.59651659982
15-24,Yorkshire_and_The_Humber,83,0,0,2020-05-09,1074440.3460863144
25-44,Yorkshire_and_The_Humber,83,0,0,2020-05-09,1109373.4794161317
45-64,Yorkshire_and_The_Humber,83,0,0,2020-05-09,510799.2358996739
65-74,Yorkshire_and_The_Humber,83,0,0,2020-05-09,451306.1702025497
75+,Yorkshire_and_The_Humber,83,0,0,2020-05-09,366510.79003192694
1-4,Yorkshire_and_The_Humber,84,0,0,2020-05-10,503965.09670831857
5-14,Yorkshire_and_The_Humber,84,0,0,2020-05-10,145920.59651659982
15-24,Yorkshire_and_The_Humber,84,0,0,2020-05-10,1074440.3460863144
25-44,Yorkshire_and_The_Humber,84,0,0,2020-05-10,1109373.4794161317
45-64,Yorkshire_and_The_Humber,84,0,0,2020-05-10,510799.2358996739
65-74,Yorkshire_and_The_Humber,84,0,0,2020-05-10,451306.1702025497
75+,Yorkshire_and_The_Humber,84,0,0,2020-05-10,366510.79003192694
1-4,Yorkshire_and_The_Humber,85,0,0,2020-05-11,503965.09670831857
5-14,Yorkshire_and_The_Humber,85,0,0,2020-05-11,145920.59651659982
15-24,Yorkshire_and_The_Humber,85,0,0,2020-05-11,1074440.3460863144
25-44,Yorkshire_and_The_Humber,85,0,0,2020-05-11,1109373.4794161317
45-64,Yorkshire_and_The_Humber,85,0,0,2020-05-11,510799.2358996739
65-74,Yorkshire_and_The_Humber,85,0,0,2020-05-11,451306.1702025497
75+,Yorkshire_and_The_Humber,85,0,0,2020-05-11,366510.79003192694
1-4,Yorkshire_and_The_Humber,86,0,0,2020-05-12,503965.09670831857
5-14,Yorkshire_and_The_Humber,86,0,0,2020-05-12,145920.59651659982
15-24,Yorkshire_and_The_Humber,86,0,0,2020-05-12,1074440.3460863144
25-44,Yorkshire_and_The_Humber,86,0,0,2020-05-12,1109373.4794161317
45-64,Yorkshire_and_The_Humber,86,0,0,2020-05-12,510799.2358996739
65-74,Yorkshire_and_The_Humber,86,0,0,2020-05-12,451306.1702025497
75+,Yorkshire_and_The_Humber,86,0,0,2020-05-12,366510.79003192694
1-4,Yorkshire_and_The_Humber,87,0,0,2020-05-13,503965.09670831857
5-14,Yorkshire_and_The_Humber,87,7.535655123975262,0.6712833543263159,2020-05-13,145920.59651659982
15-24,Yorkshire_and_The_Humber,87,8.893071832642425,0.51731271487286,2020-05-13,1074440.3460863144
25-44,Yorkshire_and_The_Humber,87,8.34426657132976,0.5201172510761009,2020-05-13,1109373.4794161317
45-64,Yorkshire_and_The_Humber,87,8.012197213694915,0.5712992542340306,2020-05-13,510799.2358996739
65-74,Yorkshire_and_The_Humber,87,7.473342127625318,0.40523723029939385,2020-05-13,451306.1702025497
75+,Yorkshire_and_The_Humber,87,8.584188961035041,0.4426633663006957,2020-05-13,366510.79003192694
1-4,Yorkshire_and_The_Humber,88,0,0,2020-05-14,503965.09670831857
5-14,Yorkshire_and_The_Humber,88,0,0,2020-05-14,145920.59651659982
15-24,Yorkshire_and_The_Humber,88,0,0,2020-05-14,1074440.3460863144
25-44,Yorkshire_and_The_Humber,88,0,0,2020-05-14,1109373.4794161317
45-64,Yorkshire_and_The_Humber,88,0,0,2020-05-14,510799.2358996739
65-74,Yorkshire_and_The_Humber,88,0,0,2020-05-14,451306.1702025497
75+,Yorkshire_and_The_Humber,88,0,0,2020-05-14,366510.79003192694
1-4,Yorkshire_and_The_Humber,89,0,0,2020-05-15,503965.09670831857
5-14,Yorkshire_and_The_Humber,89,0,0,2020-05-15,145920.59651659982
15-24,Yorkshire_and_The_Humber,89,0,0,2020-05-15,1074440.3460863144
25-44,Yorkshire_and_The_Humber,89,0,0,2020-05-15,1109373.4794161317
45-64,Yorkshire_and_The_Humber,89,0,0,2020-05-15,510799.2358996739
65-74,Yorkshire_and_The_Humber,89,0,0,2020-05-15,451306.1702025497
75+,Yorkshire_and_The_Humber,89,0,0,2020-05-15,366510.79003192694
1-4,Yorkshire_and_The_Humber,90,0,0,2020-05-16,503965.09670831857
5-14,Yorkshire_and_The_Humber,90,0,0,2020-05-16,145920.59651659982
15-24,Yorkshire_and_The_Humber,90,0,0,2020-05-16,1074440.3460863144
25-44,Yorkshire_and_The_Humber,90,0,0,2020-05-16,1109373.4794161317
45-64,Yorkshire_and_The_Humber,90,0,0,2020-05-16,510799.2358996739
65-74,Yorkshire_and_The_Humber,90,0,0,2020-05-16,451306.1702025497
75+,Yorkshire_and_The_Humber,90,0,0,2020-05-16,366510.79003192694
1-4,Yorkshire_and_The_Humber,91,0,0,2020-05-17,503965.09670831857
5-14,Yorkshire_and_The_Humber,91,0,0,2020-05-17,145920.59651659982
15-24,Yorkshire_and_The_Humber,91,0,0,2020-05-17,1074440.3460863144
25-44,Yorkshire_and_The_Humber,91,0,0,2020-05-17,1109373.4794161317
45-64,Yorkshire_and_The_Humber,91,0,0,2020-05-17,510799.2358996739
65-74,Yorkshire_and_The_Humber,91,0,0,2020-05-17,451306.1702025497
75+,Yorkshire_and_The_Humber,91,0,0,2020-05-17,366510.79003192694
1-4,Yorkshire_and_The_Humber,92,0,0,2020-05-18,503965.09670831857
5-14,Yorkshire_and_The_Humber,92,0,0,2020-05-18,145920.59651659982
15-24,Yorkshire_and_The_Humber,92,0,0,2020-05-18,1074440.3460863144
25-44,Yorkshire_and_The_Humber,92,0,0,2020-05-18,1109373.4794161317
45-64,Yorkshire_and_The_Humber,92,0,0,2020-05-18,510799.2358996739
65-74,Yorkshire_and_The_Humber,92,0,0,2020-05-18,451306.1702025497
75+,Yorkshire_and_The_Humber,92,0,0,2020-05-18,366510.79003192694
1-4,Yorkshire_and_The_Humber,93,0,0,2020-05-19,503965.09670831857
5-14,Yorkshire_and_The_Humber,93,0,0,2020-05-19,145920.59651659982
15-24,Yorkshire_and_The_Humber,93,0,0,2020-05-19,1074440.3460863144
25-44,Yorkshire_and_The_Humber,93,0,0,2020-05-19,1109373.4794161317
45-64,Yorkshire_and_The_Humber,93,0,0,2020-05-19,510799.2358996739
65-74,Yorkshire_and_The_Humber,93,0,0,2020-05-19,451306.1702025497
75+,Yorkshire_and_The_Humber,93,0,0,2020-05-19,366510.79003192694
1-4,Yorkshire_and_The_Humber,94,0,0,2020-05-20,503965.09670831857
5-14,Yorkshire_and_The_Humber,94,0,0,2020-05-20,145920.59651659982
15-24,Yorkshire_and_The_Humber,94,0,0,2020-05-20,1074440.3460863144
25-44,Yorkshire_and_The_Humber,94,0,0,2020-05-20,1109373.4794161317
45-64,Yorkshire_and_The_Humber,94,0,0,2020-05-20,510799.2358996739
65-74,Yorkshire_and_The_Humber,94,0,0,2020-05-20,451306.1702025497
75+,Yorkshire_and_The_Humber,94,0,0,2020-05-20,366510.79003192694
1-4,Yorkshire_and_The_Humber,95,0,0,2020-05-21,503965.09670831857
5-14,Yorkshire_and_The_Humber,95,0,0,2020-05-21,145920.59651659982
15-24,Yorkshire_and_The_Humber,95,0,0,2020-05-21,1074440.3460863144
25-44,Yorkshire_and_The_Humber,95,0,0,2020-05-21,1109373.4794161317
45-64,Yorkshire_and_The_Humber,95,0,0,2020-05-21,510799.2358996739
65-74,Yorkshire_and_The_Humber,95,0,0,2020-05-21,451306.1702025497
75+,Yorkshire_and_The_Humber,95,0,0,2020-05-21,366510.79003192694
1-4,Yorkshire_and_The_Humber,96,0,0,2020-05-22,503965.09670831857
5-14,Yorkshire_and_The_Humber,96,0,0,2020-05-22,145920.59651659982
15-24,Yorkshire_and_The_Humber,96,0,0,2020-05-22,1074440.3460863144
25-44,Yorkshire_and_The_Humber,96,0,0,2020-05-22,1109373.4794161317
45-64,Yorkshire_and_The_Humber,96,0,0,2020-05-22,510799.2358996739
65-74,Yorkshire_and_The_Humber,96,0,0,2020-05-22,451306.1702025497
75+,Yorkshire_and_The_Humber,96,0,0,2020-05-22,366510.79003192694
1-4,Yorkshire_and_The_Humber,97,0,0,2020-05-23,503965.09670831857
5-14,Yorkshire_and_The_Humber,97,0,0,2020-05-23,145920.59651659982
15-24,Yorkshire_and_The_Humber,97,0,0,2020-05-23,1074440.3460863144
25-44,Yorkshire_and_The_Humber,97,0,0,2020-05-23,1109373.4794161317
45-64,Yorkshire_and_The_Humber,97,0,0,2020-05-23,510799.2358996739
65-74,Yorkshire_and_The_Humber,97,0,0,2020-05-23,451306.1702025497
75+,Yorkshire_and_The_Humber,97,0,0,2020-05-23,366510.79003192694
1-4,Yorkshire_and_The_Humber,98,0,0,2020-05-24,503965.09670831857
5-14,Yorkshire_and_The_Humber,98,0,0,2020-05-24,145920.59651659982
15-24,Yorkshire_and_The_Humber,98,0,0,2020-05-24,1074440.3460863144
25-44,Yorkshire_and_The_Humber,98,0,0,2020-05-24,1109373.4794161317
45-64,Yorkshire_and_The_Humber,98,0,0,2020-05-24,510799.2358996739
65-74,Yorkshire_and_The_Humber,98,0,0,2020-05-24,451306.1702025497
75+,Yorkshire_and_The_Humber,98,0,0,2020-05-24,366510.79003192694
1-4,Yorkshire_and_The_Humber,99,0,0,2020-05-25,503965.09670831857
5-14,Yorkshire_and_The_Humber,99,0,0,2020-05-25,145920.59651659982
15-24,Yorkshire_and_The_Humber,99,0,0,2020-05-25,1074440.3460863144
25-44,Yorkshire_and_The_Humber,99,0,0,2020-05-25,1109373.4794161317
45-64,Yorkshire_and_The_Humber,99,0,0,2020-05-25,510799.2358996739
65-74,Yorkshire_and_The_Humber,99,0,0,2020-05-25,451306.1702025497
